,Role,Season,Class,Region
19956,dps,BfA Season 4,Rogue,US
19957,dps,BfA Season 4,Warrior,EU
19958,dps,BfA Season 4,Rogue,EU
19959,dps,BfA Season 4,Hunter,EU
19960,dps,BfA Season 4,Rogue,EU
19961,dps,BfA Season 4,Rogue,KR
19962,dps,BfA Season 4,Demon Hunter,EU
19963,dps,BfA Season 4,Mage,EU
19964,dps,BfA Season 4,Hunter,US
19965,dps,BfA Season 4,Demon Hunter,EU
19966,dps,BfA Season 4,Hunter,KR
19967,dps,BfA Season 4,Rogue,KR
19968,dps,BfA Season 4,Hunter,EU
19969,dps,BfA Season 4,Hunter,EU
19970,dps,BfA Season 4,Mage,EU
19971,dps,BfA Season 4,Mage,US
19972,dps,BfA Season 4,Hunter,US
19973,dps,BfA Season 4,Rogue,EU
19974,dps,BfA Season 4,Rogue,US
19975,dps,BfA Season 4,Hunter,US
19976,dps,BfA Season 4,Mage,US
19977,dps,BfA Season 4,Hunter,EU
19978,dps,BfA Season 4,Hunter,EU
19979,dps,BfA Season 4,Demon Hunter,EU
19980,dps,BfA Season 4,Rogue,KR
19981,dps,BfA Season 4,Mage,KR
19982,dps,BfA Season 4,Hunter,EU
19983,dps,BfA Season 4,Mage,US
19984,dps,BfA Season 4,Demon Hunter,EU
19985,dps,BfA Season 4,Mage,EU
19986,dps,BfA Season 4,Demon Hunter,EU
19987,dps,BfA Season 4,Hunter,EU
19988,dps,BfA Season 4,Mage,EU
19989,dps,BfA Season 4,Rogue,EU
19990,dps,BfA Season 4,Mage,EU
19991,dps,BfA Season 4,Hunter,EU
19992,dps,BfA Season 4,Mage,US
19993,dps,BfA Season 4,Mage,US
19994,dps,BfA Season 4,Mage,US
19995,dps,BfA Season 4,Mage,EU
19996,dps,BfA Season 4,Mage,US
19997,dps,BfA Season 4,Hunter,US
19998,dps,BfA Season 4,Rogue,EU
19999,dps,BfA Season 4,Rogue,KR
20000,dps,BfA Season 4,Hunter,EU
20001,dps,BfA Season 4,Hunter,EU
20002,dps,BfA Season 4,Priest,EU
20003,dps,BfA Season 4,Demon Hunter,EU
20004,dps,BfA Season 4,Demon Hunter,EU
20005,dps,BfA Season 4,Demon Hunter,EU
20006,dps,BfA Season 4,Mage,EU
20007,dps,BfA Season 4,Demon Hunter,EU
20008,dps,BfA Season 4,Rogue,EU
20009,dps,BfA Season 4,Hunter,EU
20010,dps,BfA Season 4,Demon Hunter,KR
20011,dps,BfA Season 4,Hunter,KR
20012,dps,BfA Season 4,Death Knight,KR
20013,dps,BfA Season 4,Mage,US
20014,dps,BfA Season 4,Hunter,EU
20015,dps,BfA Season 4,Rogue,EU
20016,dps,BfA Season 4,Mage,EU
20017,dps,BfA Season 4,Hunter,EU
20018,dps,BfA Season 4,Hunter,KR
20019,dps,BfA Season 4,Rogue,EU
20020,dps,BfA Season 4,Demon Hunter,EU
20021,dps,BfA Season 4,Mage,EU
20022,dps,BfA Season 4,Rogue,EU
20023,dps,BfA Season 4,Rogue,KR
20024,dps,BfA Season 4,Mage,EU
20025,dps,BfA Season 4,Mage,KR
20026,dps,BfA Season 4,Rogue,US
20027,dps,BfA Season 4,Hunter,KR
20028,dps,BfA Season 4,Mage,EU
20029,dps,BfA Season 4,Hunter,US
20030,dps,BfA Season 4,Mage,EU
20031,dps,BfA Season 4,Rogue,US
20032,dps,BfA Season 4,Mage,EU
20033,dps,BfA Season 4,Rogue,EU
20034,dps,BfA Season 4,Demon Hunter,US
20035,dps,BfA Season 4,Mage,EU
20036,dps,BfA Season 4,Hunter,EU
20037,dps,BfA Season 4,Mage,EU
20038,dps,BfA Season 4,Hunter,EU
20039,dps,BfA Season 4,Hunter,US
20040,dps,BfA Season 4,Priest,EU
20041,dps,BfA Season 4,Warrior,EU
20042,dps,BfA Season 4,Mage,US
20043,dps,BfA Season 4,Mage,EU
20044,dps,BfA Season 4,Demon Hunter,EU
20045,dps,BfA Season 4,Hunter,EU
20046,dps,BfA Season 4,Rogue,EU
20047,dps,BfA Season 4,Mage,KR
20048,dps,BfA Season 4,Hunter,KR
20049,dps,BfA Season 4,Hunter,US
20050,dps,BfA Season 4,Hunter,EU
20051,dps,BfA Season 4,Hunter,EU
20052,dps,BfA Season 4,Mage,KR
20053,dps,BfA Season 4,Demon Hunter,KR
20054,dps,BfA Season 4,Rogue,US
20055,dps,BfA Season 4,Demon Hunter,US
20056,dps,BfA Season 4,Mage,EU
20057,dps,BfA Season 4,Mage,EU
20058,dps,BfA Season 4,Hunter,EU
20059,dps,BfA Season 4,Rogue,KR
20060,dps,BfA Season 4,Rogue,EU
20061,dps,BfA Season 4,Hunter,EU
20062,dps,BfA Season 4,Mage,KR
20063,dps,BfA Season 4,Mage,KR
20064,dps,BfA Season 4,Mage,KR
20065,dps,BfA Season 4,Rogue,US
20066,dps,BfA Season 4,Rogue,US
20067,dps,BfA Season 4,Mage,US
20068,dps,BfA Season 4,Mage,EU
20069,dps,BfA Season 4,Demon Hunter,US
20070,dps,BfA Season 4,Mage,EU
20071,dps,BfA Season 4,Demon Hunter,EU
20072,dps,BfA Season 4,Hunter,EU
20073,dps,BfA Season 4,Demon Hunter,KR
20074,dps,BfA Season 4,Hunter,US
20075,dps,BfA Season 4,Demon Hunter,EU
20076,dps,BfA Season 4,Rogue,EU
20077,dps,BfA Season 4,Mage,EU
20078,dps,BfA Season 4,Priest,EU
20079,dps,BfA Season 4,Rogue,TW
20080,dps,BfA Season 4,Rogue,US
20081,dps,BfA Season 4,Mage,US
20082,dps,BfA Season 4,Mage,EU
20083,dps,BfA Season 4,Rogue,EU
20084,dps,BfA Season 4,Demon Hunter,US
20085,dps,BfA Season 4,Mage,EU
20086,dps,BfA Season 4,Demon Hunter,EU
20087,dps,BfA Season 4,Mage,EU
20088,dps,BfA Season 4,Warlock,EU
20089,dps,BfA Season 4,Death Knight,EU
20090,dps,BfA Season 4,Mage,TW
20091,dps,BfA Season 4,Rogue,EU
20092,dps,BfA Season 4,Rogue,EU
20093,dps,BfA Season 4,Mage,EU
20094,dps,BfA Season 4,Mage,EU
20095,dps,BfA Season 4,Demon Hunter,EU
20096,dps,BfA Season 4,Shaman,EU
20097,dps,BfA Season 4,Mage,EU
20098,dps,BfA Season 4,Demon Hunter,EU
20099,dps,BfA Season 4,Hunter,EU
20100,dps,BfA Season 4,Mage,TW
20101,dps,BfA Season 4,Mage,US
20102,dps,BfA Season 4,Demon Hunter,EU
20103,dps,BfA Season 4,Mage,EU
20104,dps,BfA Season 4,Hunter,EU
20105,dps,BfA Season 4,Mage,EU
20106,dps,BfA Season 4,Hunter,EU
20107,dps,BfA Season 4,Mage,EU
20108,dps,BfA Season 4,Hunter,EU
20109,dps,BfA Season 4,Shaman,EU
20110,dps,BfA Season 4,Mage,US
20111,dps,BfA Season 4,Demon Hunter,EU
20112,dps,BfA Season 4,Priest,US
20113,dps,BfA Season 4,Mage,TW
20114,dps,BfA Season 4,Mage,EU
20115,dps,BfA Season 4,Warrior,EU
20116,dps,BfA Season 4,Rogue,KR
20117,dps,BfA Season 4,Demon Hunter,EU
20118,dps,BfA Season 4,Hunter,US
20119,dps,BfA Season 4,Hunter,EU
20120,dps,BfA Season 4,Hunter,EU
20121,dps,BfA Season 4,Warlock,EU
20122,dps,BfA Season 4,Rogue,KR
20123,dps,BfA Season 4,Warlock,EU
20124,dps,BfA Season 4,Priest,EU
20125,dps,BfA Season 4,Demon Hunter,EU
20126,dps,BfA Season 4,Mage,EU
20127,dps,BfA Season 4,Demon Hunter,KR
20128,dps,BfA Season 4,Rogue,EU
20129,dps,BfA Season 4,Shaman,US
20130,dps,BfA Season 4,Warlock,EU
20131,dps,BfA Season 4,Rogue,EU
20132,dps,BfA Season 4,Death Knight,US
20133,dps,BfA Season 4,Mage,KR
20134,dps,BfA Season 4,Mage,US
20135,dps,BfA Season 4,Monk,KR
20136,dps,BfA Season 4,Mage,KR
20137,dps,BfA Season 4,Hunter,EU
20138,dps,BfA Season 4,Demon Hunter,EU
20139,dps,BfA Season 4,Mage,EU
20140,dps,BfA Season 4,Demon Hunter,KR
20141,dps,BfA Season 4,Mage,EU
20142,dps,BfA Season 4,Hunter,EU
20143,dps,BfA Season 4,Rogue,US
20144,dps,BfA Season 4,Hunter,US
20145,dps,BfA Season 4,Rogue,EU
20146,dps,BfA Season 4,Hunter,EU
20147,dps,BfA Season 4,Rogue,EU
20148,dps,BfA Season 4,Hunter,US
20149,dps,BfA Season 4,Demon Hunter,KR
20150,dps,BfA Season 4,Demon Hunter,EU
20151,dps,BfA Season 4,Mage,KR
20152,dps,BfA Season 4,Rogue,EU
20153,dps,BfA Season 4,Rogue,EU
20154,dps,BfA Season 4,Warrior,EU
20155,dps,BfA Season 4,Rogue,US
20156,dps,BfA Season 4,Demon Hunter,EU
20157,dps,BfA Season 4,Demon Hunter,EU
20158,dps,BfA Season 4,Hunter,KR
20159,dps,BfA Season 4,Priest,US
20160,dps,BfA Season 4,Rogue,US
20161,dps,BfA Season 4,Mage,KR
20162,dps,BfA Season 4,Hunter,EU
20163,dps,BfA Season 4,Demon Hunter,EU
20164,dps,BfA Season 4,Mage,EU
20165,dps,BfA Season 4,Rogue,EU
20166,dps,BfA Season 4,Hunter,US
20167,dps,BfA Season 4,Rogue,EU
20168,dps,BfA Season 4,Demon Hunter,EU
20169,dps,BfA Season 4,Rogue,KR
20170,dps,BfA Season 4,Rogue,EU
20171,dps,BfA Season 4,Demon Hunter,EU
20172,dps,BfA Season 4,Hunter,TW
20173,dps,BfA Season 4,Hunter,US
20174,dps,BfA Season 4,Mage,EU
20175,dps,BfA Season 4,Hunter,US
20176,dps,BfA Season 4,Warrior,KR
20177,dps,BfA Season 4,Mage,US
20178,dps,BfA Season 4,Demon Hunter,KR
20179,dps,BfA Season 4,Priest,KR
20180,dps,BfA Season 4,Demon Hunter,US
20181,dps,BfA Season 4,Warlock,KR
20182,dps,BfA Season 4,Demon Hunter,EU
20183,dps,BfA Season 4,Hunter,EU
20184,dps,BfA Season 4,Demon Hunter,US
20185,dps,BfA Season 4,Mage,KR
20186,dps,BfA Season 4,Hunter,EU
20187,dps,BfA Season 4,Hunter,US
20188,dps,BfA Season 4,Mage,US
20189,dps,BfA Season 4,Demon Hunter,US
20190,dps,BfA Season 4,Rogue,US
20191,dps,BfA Season 4,Hunter,US
20192,dps,BfA Season 4,Hunter,EU
20193,dps,BfA Season 4,Hunter,EU
20194,dps,BfA Season 4,Warrior,EU
20195,dps,BfA Season 4,Warrior,EU
20196,dps,BfA Season 4,Hunter,EU
20197,dps,BfA Season 4,Hunter,TW
20198,dps,BfA Season 4,Mage,EU
20199,dps,BfA Season 4,Rogue,EU
20200,dps,BfA Season 4,Mage,TW
20201,dps,BfA Season 4,Demon Hunter,US
20202,dps,BfA Season 4,Mage,KR
20203,dps,BfA Season 4,Demon Hunter,EU
20204,dps,BfA Season 4,Mage,US
20205,dps,BfA Season 4,Demon Hunter,US
20206,dps,BfA Season 4,Death Knight,EU
20207,dps,BfA Season 4,Rogue,EU
20208,dps,BfA Season 4,Rogue,EU
20209,dps,BfA Season 4,Hunter,KR
20210,dps,BfA Season 4,Mage,EU
20211,dps,BfA Season 4,Demon Hunter,EU
20212,dps,BfA Season 4,Hunter,KR
20213,dps,BfA Season 4,Demon Hunter,EU
20214,dps,BfA Season 4,Mage,US
20215,dps,BfA Season 4,Mage,EU
20216,dps,BfA Season 4,Mage,EU
20217,dps,BfA Season 4,Mage,EU
20218,dps,BfA Season 4,Rogue,US
20219,dps,BfA Season 4,Rogue,EU
20220,dps,BfA Season 4,Hunter,US
20221,dps,BfA Season 4,Demon Hunter,EU
20222,dps,BfA Season 4,Rogue,EU
20223,dps,BfA Season 4,Priest,EU
20224,dps,BfA Season 4,Rogue,US
20225,dps,BfA Season 4,Priest,KR
20226,dps,BfA Season 4,Mage,EU
20227,dps,BfA Season 4,Shaman,EU
20228,dps,BfA Season 4,Hunter,EU
20229,dps,BfA Season 4,Hunter,US
20230,dps,BfA Season 4,Demon Hunter,EU
20231,dps,BfA Season 4,Hunter,EU
20232,dps,BfA Season 4,Mage,US
20233,dps,BfA Season 4,Mage,EU
20234,dps,BfA Season 4,Rogue,KR
20235,dps,BfA Season 4,Mage,KR
20236,dps,BfA Season 4,Hunter,EU
20237,dps,BfA Season 4,Mage,US
20238,dps,BfA Season 4,Hunter,EU
20239,dps,BfA Season 4,Warlock,US
20240,dps,BfA Season 4,Monk,US
20241,dps,BfA Season 4,Death Knight,TW
20242,dps,BfA Season 4,Mage,EU
20243,dps,BfA Season 4,Rogue,US
20244,dps,BfA Season 4,Mage,EU
20245,dps,BfA Season 4,Mage,KR
20246,dps,BfA Season 4,Priest,EU
20247,dps,BfA Season 4,Rogue,US
20248,dps,BfA Season 4,Hunter,KR
20249,dps,BfA Season 4,Demon Hunter,US
20250,dps,BfA Season 4,Mage,EU
20251,dps,BfA Season 4,Mage,US
20252,dps,BfA Season 4,Hunter,US
20253,dps,BfA Season 4,Mage,EU
20254,dps,BfA Season 4,Mage,EU
20255,dps,BfA Season 4,Hunter,US
20256,dps,BfA Season 4,Rogue,TW
20257,dps,BfA Season 4,Mage,EU
20258,dps,BfA Season 4,Rogue,EU
20259,dps,BfA Season 4,Death Knight,US
20260,dps,BfA Season 4,Demon Hunter,EU
20261,dps,BfA Season 4,Rogue,US
20262,dps,BfA Season 4,Rogue,US
20263,dps,BfA Season 4,Hunter,EU
20264,dps,BfA Season 4,Mage,EU
20265,dps,BfA Season 4,Mage,US
20266,dps,BfA Season 4,Warrior,KR
20267,dps,BfA Season 4,Demon Hunter,EU
20268,dps,BfA Season 4,Demon Hunter,EU
20269,dps,BfA Season 4,Mage,EU
20270,dps,BfA Season 4,Mage,EU
20271,dps,BfA Season 4,Rogue,EU
20272,dps,BfA Season 4,Paladin,KR
20273,dps,BfA Season 4,Hunter,KR
20274,dps,BfA Season 4,Hunter,EU
20275,dps,BfA Season 4,Hunter,EU
20276,dps,BfA Season 4,Rogue,EU
20277,dps,BfA Season 4,Warlock,EU
20278,dps,BfA Season 4,Demon Hunter,US
20279,dps,BfA Season 4,Mage,EU
20280,dps,BfA Season 4,Rogue,EU
20281,dps,BfA Season 4,Hunter,EU
20282,dps,BfA Season 4,Mage,EU
20283,dps,BfA Season 4,Monk,EU
20284,dps,BfA Season 4,Hunter,EU
20285,dps,BfA Season 4,Paladin,EU
20286,dps,BfA Season 4,Rogue,US
20287,dps,BfA Season 4,Mage,EU
20288,dps,BfA Season 4,Priest,EU
20289,dps,BfA Season 4,Demon Hunter,EU
20290,dps,BfA Season 4,Rogue,EU
20291,dps,BfA Season 4,Hunter,EU
20292,dps,BfA Season 4,Mage,EU
20293,dps,BfA Season 4,Hunter,US
20294,dps,BfA Season 4,Mage,EU
20295,dps,BfA Season 4,Mage,EU
20296,dps,BfA Season 4,Rogue,US
20297,dps,BfA Season 4,Mage,EU
20298,dps,BfA Season 4,Mage,US
20299,dps,BfA Season 4,Rogue,EU
20300,dps,BfA Season 4,Rogue,US
20301,dps,BfA Season 4,Mage,KR
20302,dps,BfA Season 4,Mage,TW
20303,dps,BfA Season 4,Rogue,US
20304,dps,BfA Season 4,Warrior,US
20305,dps,BfA Season 4,Mage,US
20306,dps,BfA Season 4,Rogue,EU
20307,dps,BfA Season 4,Mage,US
20308,dps,BfA Season 4,Hunter,KR
20309,dps,BfA Season 4,Rogue,US
20310,dps,BfA Season 4,Mage,KR
20311,dps,BfA Season 4,Hunter,KR
20312,dps,BfA Season 4,Rogue,KR
20313,dps,BfA Season 4,Warrior,US
20314,dps,BfA Season 4,Rogue,EU
20315,dps,BfA Season 4,Demon Hunter,US
20316,dps,BfA Season 4,Mage,US
20317,dps,BfA Season 4,Rogue,EU
20318,dps,BfA Season 4,Hunter,EU
20319,dps,BfA Season 4,Rogue,US
20320,dps,BfA Season 4,Hunter,EU
20321,dps,BfA Season 4,Rogue,EU
20322,dps,BfA Season 4,Hunter,EU
20323,dps,BfA Season 4,Rogue,TW
20324,dps,BfA Season 4,Mage,EU
20325,dps,BfA Season 4,Mage,EU
20326,dps,BfA Season 4,Hunter,EU
20327,dps,BfA Season 4,Rogue,EU
20328,dps,BfA Season 4,Mage,KR
20329,dps,BfA Season 4,Hunter,US
20330,dps,BfA Season 4,Priest,EU
20331,dps,BfA Season 4,Warlock,EU
20332,dps,BfA Season 4,Rogue,KR
20333,dps,BfA Season 4,Rogue,EU
20334,dps,BfA Season 4,Hunter,US
20335,dps,BfA Season 4,Mage,US
20336,dps,BfA Season 4,Rogue,US
20337,dps,BfA Season 4,Hunter,EU
20338,dps,BfA Season 4,Rogue,KR
20339,dps,BfA Season 4,Demon Hunter,EU
20340,dps,BfA Season 4,Rogue,US
20341,dps,BfA Season 4,Mage,EU
20342,dps,BfA Season 4,Hunter,KR
20343,dps,BfA Season 4,Mage,EU
20344,dps,BfA Season 4,Mage,TW
20345,dps,BfA Season 4,Warrior,EU
20346,dps,BfA Season 4,Priest,EU
20347,dps,BfA Season 4,Druid,US
20348,dps,BfA Season 4,Rogue,EU
20349,dps,BfA Season 4,Rogue,US
20350,dps,BfA Season 4,Hunter,EU
20351,dps,BfA Season 4,Demon Hunter,EU
20352,dps,BfA Season 4,Mage,US
20353,dps,BfA Season 4,Rogue,KR
20354,dps,BfA Season 4,Rogue,EU
20355,dps,BfA Season 4,Hunter,EU
20356,dps,BfA Season 4,Monk,EU
20357,dps,BfA Season 4,Demon Hunter,US
20358,dps,BfA Season 4,Mage,EU
20359,dps,BfA Season 4,Mage,EU
20360,dps,BfA Season 4,Mage,KR
20361,dps,BfA Season 4,Hunter,EU
20362,dps,BfA Season 4,Monk,EU
20363,dps,BfA Season 4,Demon Hunter,US
20364,dps,BfA Season 4,Rogue,EU
20365,dps,BfA Season 4,Rogue,EU
20366,dps,BfA Season 4,Hunter,EU
20367,dps,BfA Season 4,Druid,EU
20368,dps,BfA Season 4,Demon Hunter,US
20369,dps,BfA Season 4,Mage,US
20370,dps,BfA Season 4,Demon Hunter,EU
20371,dps,BfA Season 4,Mage,KR
20372,dps,BfA Season 4,Rogue,KR
20373,dps,BfA Season 4,Demon Hunter,EU
20374,dps,BfA Season 4,Demon Hunter,EU
20375,dps,BfA Season 4,Rogue,KR
20376,dps,BfA Season 4,Hunter,EU
20377,dps,BfA Season 4,Hunter,EU
20378,dps,BfA Season 4,Rogue,US
20379,dps,BfA Season 4,Mage,KR
20380,dps,BfA Season 4,Demon Hunter,EU
20381,dps,BfA Season 4,Demon Hunter,US
20382,dps,BfA Season 4,Hunter,EU
20383,dps,BfA Season 4,Hunter,EU
20384,dps,BfA Season 4,Hunter,EU
20385,dps,BfA Season 4,Hunter,EU
20386,dps,BfA Season 4,Demon Hunter,US
20387,dps,BfA Season 4,Mage,US
20388,dps,BfA Season 4,Hunter,EU
20389,dps,BfA Season 4,Demon Hunter,TW
20390,dps,BfA Season 4,Rogue,US
20391,dps,BfA Season 4,Rogue,US
20392,dps,BfA Season 4,Rogue,US
20393,dps,BfA Season 4,Demon Hunter,EU
20394,dps,BfA Season 4,Demon Hunter,US
20395,dps,BfA Season 4,Demon Hunter,TW
20396,dps,BfA Season 4,Mage,EU
20397,dps,BfA Season 4,Rogue,EU
20398,dps,BfA Season 4,Mage,EU
20399,dps,BfA Season 4,Rogue,EU
20400,dps,BfA Season 4,Rogue,EU
20401,dps,BfA Season 4,Hunter,EU
20402,dps,BfA Season 4,Hunter,US
20403,dps,BfA Season 4,Demon Hunter,EU
20404,dps,BfA Season 4,Demon Hunter,EU
20405,dps,BfA Season 4,Mage,EU
20406,dps,BfA Season 4,Demon Hunter,EU
20407,dps,BfA Season 4,Mage,EU
20408,dps,BfA Season 4,Demon Hunter,EU
20409,dps,BfA Season 4,Rogue,EU
20410,dps,BfA Season 4,Priest,EU
20411,dps,BfA Season 4,Hunter,TW
20412,dps,BfA Season 4,Mage,US
20413,dps,BfA Season 4,Mage,EU
20414,dps,BfA Season 4,Mage,EU
20415,dps,BfA Season 4,Warlock,EU
20416,dps,BfA Season 4,Hunter,EU
20417,dps,BfA Season 4,Mage,EU
20418,dps,BfA Season 4,Hunter,EU
20419,dps,BfA Season 4,Demon Hunter,US
20420,dps,BfA Season 4,Demon Hunter,KR
20421,dps,BfA Season 4,Mage,KR
20422,dps,BfA Season 4,Hunter,US
20423,dps,BfA Season 4,Hunter,KR
20424,dps,BfA Season 4,Mage,EU
20425,dps,BfA Season 4,Mage,KR
20426,dps,BfA Season 4,Hunter,EU
20427,dps,BfA Season 4,Rogue,EU
20428,dps,BfA Season 4,Mage,US
20429,dps,BfA Season 4,Demon Hunter,KR
20430,dps,BfA Season 4,Rogue,KR
20431,dps,BfA Season 4,Demon Hunter,EU
20432,dps,BfA Season 4,Mage,US
20433,dps,BfA Season 4,Hunter,EU
20434,dps,BfA Season 4,Rogue,EU
20435,dps,BfA Season 4,Demon Hunter,KR
20436,dps,BfA Season 4,Demon Hunter,EU
20437,dps,BfA Season 4,Mage,US
20438,dps,BfA Season 4,Demon Hunter,KR
20439,dps,BfA Season 4,Demon Hunter,US
20440,dps,BfA Season 4,Rogue,US
20441,dps,BfA Season 4,Hunter,US
20442,dps,BfA Season 4,Demon Hunter,EU
20443,dps,BfA Season 4,Mage,KR
20444,dps,BfA Season 4,Demon Hunter,KR
20445,dps,BfA Season 4,Mage,EU
20446,dps,BfA Season 4,Demon Hunter,EU
20447,dps,BfA Season 4,Rogue,KR
20448,dps,BfA Season 4,Hunter,EU
20449,dps,BfA Season 4,Demon Hunter,KR
20450,dps,BfA Season 4,Warrior,EU
20451,dps,BfA Season 4,Hunter,EU
20452,dps,BfA Season 4,Rogue,EU
20453,dps,BfA Season 4,Rogue,EU
20454,dps,BfA Season 4,Mage,EU
20455,dps,BfA Season 4,Hunter,EU
20456,dps,BfA Season 4,Shaman,EU
20457,dps,BfA Season 4,Rogue,US
20458,dps,BfA Season 4,Rogue,KR
20459,dps,BfA Season 4,Hunter,KR
20460,dps,BfA Season 4,Warrior,EU
20461,dps,BfA Season 4,Rogue,EU
20462,dps,BfA Season 4,Mage,US
20463,dps,BfA Season 4,Mage,US
20464,dps,BfA Season 4,Rogue,EU
20465,dps,BfA Season 4,Mage,EU
20466,dps,BfA Season 4,Hunter,TW
20467,dps,BfA Season 4,Mage,US
20468,dps,BfA Season 4,Demon Hunter,EU
20469,dps,BfA Season 4,Mage,EU
20470,dps,BfA Season 4,Demon Hunter,TW
20471,dps,BfA Season 4,Mage,KR
20472,dps,BfA Season 4,Mage,EU
20473,dps,BfA Season 4,Demon Hunter,US
20474,dps,BfA Season 4,Demon Hunter,EU
20475,dps,BfA Season 4,Monk,KR
20476,dps,BfA Season 4,Mage,EU
20477,dps,BfA Season 4,Monk,EU
20478,dps,BfA Season 4,Hunter,EU
20479,dps,BfA Season 4,Rogue,EU
20480,dps,BfA Season 4,Hunter,EU
20481,dps,BfA Season 4,Warlock,EU
20482,dps,BfA Season 4,Rogue,EU
20483,dps,BfA Season 4,Hunter,EU
20484,dps,BfA Season 4,Hunter,EU
20485,dps,BfA Season 4,Hunter,KR
20486,dps,BfA Season 4,Hunter,US
20487,dps,BfA Season 4,Monk,TW
20488,dps,BfA Season 4,Hunter,EU
20489,dps,BfA Season 4,Mage,EU
20490,dps,BfA Season 4,Demon Hunter,EU
20491,dps,BfA Season 4,Demon Hunter,US
20492,dps,BfA Season 4,Rogue,EU
20493,dps,BfA Season 4,Rogue,EU
20494,dps,BfA Season 4,Hunter,TW
20495,dps,BfA Season 4,Mage,EU
20496,dps,BfA Season 4,Mage,US
20497,dps,BfA Season 4,Hunter,EU
20498,dps,BfA Season 4,Demon Hunter,US
20499,dps,BfA Season 4,Paladin,US
20500,dps,BfA Season 4,Hunter,EU
20501,dps,BfA Season 4,Hunter,EU
20502,dps,BfA Season 4,Mage,EU
20503,dps,BfA Season 4,Rogue,EU
20504,dps,BfA Season 4,Demon Hunter,US
20505,dps,BfA Season 4,Hunter,US
20506,dps,BfA Season 4,Demon Hunter,EU
20507,dps,BfA Season 4,Priest,KR
20508,dps,BfA Season 4,Mage,TW
20509,dps,BfA Season 4,Hunter,KR
20510,dps,BfA Season 4,Warlock,US
20511,dps,BfA Season 4,Rogue,US
20512,dps,BfA Season 4,Mage,US
20513,dps,BfA Season 4,Rogue,EU
20514,dps,BfA Season 4,Hunter,US
20515,dps,BfA Season 4,Hunter,EU
20516,dps,BfA Season 4,Mage,KR
20517,dps,BfA Season 4,Hunter,KR
20518,dps,BfA Season 4,Rogue,EU
20519,dps,BfA Season 4,Mage,US
20520,dps,BfA Season 4,Hunter,TW
20521,dps,BfA Season 4,Demon Hunter,US
20522,dps,BfA Season 4,Rogue,EU
20523,dps,BfA Season 4,Demon Hunter,EU
20524,dps,BfA Season 4,Rogue,EU
20525,dps,BfA Season 4,Hunter,EU
20526,dps,BfA Season 4,Demon Hunter,EU
20527,dps,BfA Season 4,Mage,EU
20528,dps,BfA Season 4,Mage,US
20529,dps,BfA Season 4,Hunter,EU
20530,dps,BfA Season 4,Hunter,EU
20531,dps,BfA Season 4,Hunter,EU
20532,dps,BfA Season 4,Demon Hunter,US
20533,dps,BfA Season 4,Hunter,EU
20534,dps,BfA Season 4,Rogue,KR
20535,dps,BfA Season 4,Hunter,EU
20536,dps,BfA Season 4,Demon Hunter,KR
20537,dps,BfA Season 4,Death Knight,EU
20538,dps,BfA Season 4,Mage,EU
20539,dps,BfA Season 4,Mage,US
20540,dps,BfA Season 4,Demon Hunter,EU
20541,dps,BfA Season 4,Mage,EU
20542,dps,BfA Season 4,Death Knight,EU
20543,dps,BfA Season 4,Demon Hunter,EU
20544,dps,BfA Season 4,Hunter,KR
20545,dps,BfA Season 4,Hunter,EU
20546,dps,BfA Season 4,Demon Hunter,US
20547,dps,BfA Season 4,Hunter,US
20548,dps,BfA Season 4,Druid,EU
20549,dps,BfA Season 4,Hunter,EU
20550,dps,BfA Season 4,Demon Hunter,EU
20551,dps,BfA Season 4,Mage,KR
20552,dps,BfA Season 4,Rogue,EU
20553,dps,BfA Season 4,Hunter,EU
20554,dps,BfA Season 4,Paladin,US
20555,dps,BfA Season 4,Hunter,EU
20556,dps,BfA Season 4,Mage,EU
20557,dps,BfA Season 4,Mage,US
20558,dps,BfA Season 4,Warrior,EU
20559,dps,BfA Season 4,Mage,EU
20560,dps,BfA Season 4,Mage,US
20561,dps,BfA Season 4,Rogue,KR
20562,dps,BfA Season 4,Paladin,EU
20563,dps,BfA Season 4,Mage,EU
20564,dps,BfA Season 4,Demon Hunter,EU
20565,dps,BfA Season 4,Mage,EU
20566,dps,BfA Season 4,Demon Hunter,EU
20567,dps,BfA Season 4,Shaman,EU
20568,dps,BfA Season 4,Demon Hunter,TW
20569,dps,BfA Season 4,Rogue,US
20570,dps,BfA Season 4,Rogue,KR
20571,dps,BfA Season 4,Rogue,EU
20572,dps,BfA Season 4,Mage,KR
20573,dps,BfA Season 4,Mage,EU
20574,dps,BfA Season 4,Shaman,US
20575,dps,BfA Season 4,Demon Hunter,US
20576,dps,BfA Season 4,Mage,US
20577,dps,BfA Season 4,Hunter,US
20578,dps,BfA Season 4,Hunter,US
20579,dps,BfA Season 4,Rogue,US
20580,dps,BfA Season 4,Warlock,TW
20581,dps,BfA Season 4,Warrior,KR
20582,dps,BfA Season 4,Mage,EU
20583,dps,BfA Season 4,Mage,EU
20584,dps,BfA Season 4,Warrior,US
20585,dps,BfA Season 4,Warrior,EU
20586,dps,BfA Season 4,Hunter,EU
20587,dps,BfA Season 4,Hunter,EU
20588,dps,BfA Season 4,Rogue,EU
20589,dps,BfA Season 4,Rogue,KR
20590,dps,BfA Season 4,Hunter,EU
20591,dps,BfA Season 4,Hunter,US
